timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/13 11:52:29.662, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 295.91 W
2026/08/13 11:52:30.663, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 316.12 W
2026/08/13 11:52:31.663, NVIDIA A800 80GB PCIe, 93 %, 23 %, 19321 MiB, 81920 MiB, 307.56 W
2026/08/13 11:52:32.663, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 279.49 W
2026/08/13 11:52:33.663, NVIDIA A800 80GB PCIe, 96 %, 24 %, 19321 MiB, 81920 MiB, 292.87 W
2026/08/13 11:52:34.664, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 291.64 W
2026/08/13 11:52:35.664, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 298.82 W
2026/08/13 11:52:36.664, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 311.17 W
2026/08/13 11:52:37.664, NVIDIA A800 80GB PCIe, 97 %, 22 %, 19321 MiB, 81920 MiB, 292.70 W
2026/08/13 11:52:38.664, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 244.45 W
2026/08/13 11:52:39.664, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 294.42 W
2026/08/13 11:52:40.665, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 294.44 W
2026/08/13 11:52:41.665, NVIDIA A800 80GB PCIe, 99 %, 25 %, 19321 MiB, 81920 MiB, 280.01 W
2026/08/13 11:52:42.665, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 309.41 W
2026/08/13 11:52:43.665, NVIDIA A800 80GB PCIe, 98 %, 24 %, 19321 MiB, 81920 MiB, 284.86 W
2026/08/13 11:52:44.666, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 251.56 W
2026/08/13 11:52:45.666, NVIDIA A800 80GB PCIe, 97 %, 24 %, 19321 MiB, 81920 MiB, 312.50 W
2026/08/13 11:52:46.666, NVIDIA A800 80GB PCIe, 100 %, 38 %, 19321 MiB, 81920 MiB, 76.74 W
2026/08/13 11:52:47.666, NVIDIA A800 80GB PCIe, 1 %, 0 %, 19321 MiB, 81920 MiB, 76.33 W
2026/08/13 11:52:48.666, NVIDIA A800 80GB PCIe, 0 %, 0 %, 19321 MiB, 81920 MiB, 76.05 W
2026/08/13 11:52:49.666, NVIDIA A800 80GB PCIe, 99 %, 20 %, 19321 MiB, 81920 MiB, 303.28 W
2026/08/13 11:52:50.667, NVIDIA A800 80GB PCIe, 96 %, 24 %, 19321 MiB, 81920 MiB, 311.46 W
